(Nashville,hi,258.89621525724425)
(Western Australia,lo,29.0)
(Austin,lo,17.863636363636363)
(Athens,hi,58.867463132350196)
(Girona,lo,45.45454545454545)
(New York City,hi,210.45844176536195)
(Lisbon,hi,121.50429205722743)
(Quebec City,mid,45.167638483965014)
(Beijing,lo,58.567612687813025)
(Oslo,hi,197.10942249240122)
(San Diego,hi,300.83155818540433)
(Antwerp,lo,6.947368421052632)
(Naples,hi,49.18306010928962)
(Taipei,hi,407.5647416413374)
(Seattle,mid,89.91692789968653)
(Sydney,mid,82.86287592113125)
(Brussels,lo,62.21153846153846)
(Vienna,mid,38.77987421383648)
(Montreal,hi,190.33556531284302)
(Barossa Valley,mid,19.62962962962963)
(Nashville,lo,14.727272727272727)
(Hawaii,hi,320.06659461257067)
(Naples,mid,15.899585062240664)
(New York City,lo,73.01909307875896)
(Oslo,lo,87.46774193548387)
(Los Angeles,hi,254.67694749971653)
(Athens,lo,16.142857142857142)
(Ghent,hi,114.8724584103512)
(Vancouver,hi,329.5392809587217)
(Lisbon,lo,14.131578947368421)
(Tasmania,hi,106.7798389919496)
(Cambridge,hi,230.81073446327684)
(San Diego,lo,37.452991452991455)
(Lyon,hi,172.20438068795312)
(Taipei,lo,44.372972972972974)
(Athens,mid,18.518024032042725)
(Ottawa,hi,228.81186094069528)
(Dublin,hi,135.2365277409079)
(Florence,hi,109.10306926586479)
(Naples,lo,16.0)
(Montreal,lo,63.924050632911396)
(Malaga,hi,112.39469808541973)
(Hawaii,lo,68.68817204301075)
(Berlin,mid,50.5442883998673)
(Ghent,lo,44.44444444444444)
(Los Angeles,lo,45.8252427184466)
(Vancouver,lo,133.8181818181818)
(Washington,hi,169.3378169790518)
(Copenhagen,hi,207.31228912049187)
(Tasmania,lo,3.8095238095238093)
(Cambridge,lo,38.75)
(Greater Manchester,mid,27.663793103448278)
(Lyon,lo,59.13636363636363)
(Stockholm,mid,81.64041604754829)
(Bordeaux,mid,61.20598591549296)
(New Orleans,hi,249.08840206185567)
(Florence,lo,42.11538461538461)
(Ottawa,lo,61.73913043478261)
(Dublin,lo,22.006369426751593)
(Valencia,mid,47.83946251768034)
(Malaga,lo,22.90909090909091)
(Dublin,mid,38.095649582836714)
(Northern Rivers,mid,66.38054187192118)
(Salem,hi,163.87301587301587)
(Washington,lo,54.87931034482759)
(Copenhagen,lo,164.43333333333334)
(Amsterdam,hi,164.52556687781143)
(New Orleans,lo,51.55172413793103)
(Barwon South West,mid,43.69213973799127)
(Paris,hi,206.95268830116177)
(Vaud,mid,46.838006230529594)
(Paris,mid,77.12890922959573)
(London,mid,47.9446535398756)
(Trentino,hi,0.0)
(Vancouver,mid,149.7741935483871)
(Tasmania,mid,29.551344743276285)
(Asheville,mid,74.29123711340206)
(Chicago,mid,57.02751196172249)
(Amsterdam,mid,86.48176236908631)
(Rome,mid,22.388881517845295)
(Oakland,mid,95.18050065876153)
(Denver,mid,80.01052631578948)
(Barcelona,hi,236.9974173553719)
(Lyon,mid,56.08600337268128)
(Salem,lo,0.0)
(Amsterdam,lo,60.292682926829265)
(Venice,hi,115.74266936299293)
(Milan,hi,110.0511402902557)
(Paris,lo,50.875)
(Nashville,mid,75.78662420382166)
(Madrid,hi,141.0581995412844)
(Barcelona,lo,41.57575757575758)
(Portland,hi,197.26852589641433)
(Western Australia,mid,52.06888361045131)
(Sicily,mid,15.532276995305164)
(Milan,lo,38.97769516728624)
(Venice,lo,6.072463768115942)
(Rio de Janeiro,hi,194.4093346573982)
(Melbourne,mid,81.73860705073086)
(Prague,mid,130.1968085106383)
(San Francisco,hi,311.1189331001312)
(Seattle,hi,212.12178044511128)
(Sevilla,mid,26.587596899224806)
(Portland,lo,45.5)
(Madrid,lo,22.594594594594593)
(Geneva,hi,147.26258205689277)
(Santa Cruz County,hi,373.9289156626506)
(Valencia,hi,135.45213454075034)
(Columbus,mid,35.92086330935252)
(Sydney,hi,253.67475085371802)
(Victoria,mid,79.83299389002036)
(Rio de Janeiro,lo,103.50485436893204)
(Edinburgh,hi,109.32884580865195)
(Oakland,hi,227.28970470869913)
(San Francisco,lo,98.53086419753086)
(Istanbul,hi,102.98331595411888)
(Northern Rivers,hi,253.881599378882)
(Geneva,lo,9.08)
(Seattle,lo,9.49090909090909)
(Hong Kong,hi,229.0548438751001)
(Rome,hi,94.69890974670055)
(Edinburgh,mid,28.291567695961994)
(Santa Cruz County,lo,113.33333333333333)
(Berlin,hi,138.72829368433764)
(Sydney,lo,49.39700374531835)
(Valencia,lo,20.136363636363637)
(Boston,hi,187.32333480370534)
(Bristol,hi,119.78543563068921)
(Porto,hi,65.71929499072357)
(San Francisco,mid,148.38636363636363)
(London,hi,165.53076423764136)
(Malaga,mid,26.71714922048998)
(Edinburgh,lo,22.75862068965517)
(Bologna,hi,72.17969598262758)
(Northern Rivers,lo,77.77777777777777)
(Euskadi,mid,28.19210977701544)
(Istanbul,lo,35.8875)
(Oakland,lo,44.48275862068966)
(Boston,mid,82.11558441558442)
(Beijing,mid,89.03013376451565)
(Columbus,hi,160.05672609400324)
(Puglia,hi,82.38463023749759)
(Hong Kong,lo,80.91258741258741)
(Los Angeles,mid,92.55811352409359)
(Rome,lo,15.599078341013826)
(Hong Kong,mid,88.09996528982992)
(Bristol,lo,2.5)
(Boston,lo,55.43859649122807)
(Berlin,lo,43.88669950738916)
(Porto,lo,15.908045977011493)
(London,lo,25.07832422586521)
(Cape Town,hi,122.98568665377177)
(Washington,mid,74.33990980834272)
(Bologna,lo,5.431372549019608)
(Euskadi,hi,127.25771604938272)
(Puglia,lo,17.28767123287671)
(Austin,mid,64.53657505285412)
(Columbus,lo,3.6666666666666665)
(Vaud,hi,166.21614151464897)
(Victoria,hi,219.11508810572687)
(New Orleans,mid,88.02727272727273)
(Barcelona,mid,52.530973451327434)
(Cape Town,lo,20.357142857142858)
(Bergamo,mid,13.045009784735813)
(Geneva,mid,67.69142857142857)
(Vienna,hi,111.59900534168355)
(Melbourne,hi,242.07646723646724)
(Euskadi,lo,7.368421052631579)
(San Diego,mid,87.96321070234114)
(Portland,mid,80.01604278074866)
(Sicily,hi,68.82835669991911)
(Victoria,lo,14.4)
(Oslo,mid,98.18961864406779)
(Vaud,lo,75.92)
(Bologna,mid,21.330208333333335)
(Denver,hi,233.19264240506328)
(Melbourne,lo,87.4753086419753)
(Cambridge,mid,54.26587301587302)
(Chicago,hi,184.26318857475954)
(Prague,hi,325.95542806707857)
(Vienna,lo,47.9054054054054)
