(Sydney,mid,41.53,18.57)
(Taipei,mid,14.22,10.360000000000001)
(Tasmania,mid,34.49,17.13)
(Thessaloniki,mid,32.910000000000004,12.17)
(Tokyo,mid,27.78,41.09)
(Toronto,mid,43.65,15.97)
(Trentino,mid,47.349999999999994,18.880000000000003)
(Twin Cities MSA,mid,42.5,28.3)
(Vancouver,mid,34.910000000000004,16.6)
(Vaud,mid,67.65,45.57)
(Venice,mid,47.41,21.75)
(Victoria,mid,34.910000000000004,17.5)
(Vienna,mid,35.15,19.900000000000002)
(Washington,mid,47.0,16.9)
(Western Australia,mid,42.589999999999996,15.55)
(Amsterdam,hi,66.93,59.18)
(Antwerp,hi,66.93,50.18)
(Asheville,hi,54.0,67.19999999999999)
(Athens,hi,52.0,37.580000000000005)
(Austin,hi,59.1,36.14)
(Barcelona,hi,49.650000000000006,27.99)
(Barossa Valley,hi,51.375,29.14)
(Barwon South West,hi,58.16,30.45)
(Beijing,hi,23.78,8.73)
(Bergamo,hi,62.745000000000005,32.18)
(Berlin,hi,41.275000000000006,48.95)
(Bologna,hi,61.35,34.58)
(Bordeaux,hi,51.075,41.34)
(Boston,hi,62.0,47.400000000000006)
(Bristol,hi,71.055,52.080000000000005)
(Brussels,hi,66.93,44.550000000000004)
(Cambridge,hi,71.055,33.730000000000004)
(Cape Town,hi,35.465,15.04)
(Chicago,hi,62.5,31.25)
(Clark County,hi,55.0,38.7)
(Columbus,hi,48.5,38.6)
(Copenhagen,hi,80.635,52.37)
(Denver,hi,60.0,30.6)
(Dublin,hi,105.985,49.620000000000005)
(Edinburgh,hi,72.015,38.68)
(Euskadi,hi,43.24,25.240000000000002)
(Florence,hi,68.05,72.58)
(Geneva,hi,96.08500000000001,84.77000000000001)
(Ghent,hi,64.71,58.2)
(Girona,hi,44.635000000000005,27.99)
(Greater Manchester,hi,63.295,42.029999999999994)
(Hawaii,hi,54.0,33.05)
(Hong Kong,hi,38.235,24.66)
(Istanbul,hi,16.84,9.07)
(Lisbon,hi,39.605,14.030000000000001)
(London,hi,71.055,84.05999999999999)
(Los Angeles,hi,65.0,36.6)
(Lyon,hi,54.67,47.779999999999994)
(Madrid,hi,46.855000000000004,26.36)
(Malaga,hi,36.815,27.299999999999997)
(Manchester,hi,63.295,42.029999999999994)
(Melbourne,hi,51.82,28.849999999999998)
(Milan,hi,66.93,29.979999999999997)
(Montreal,hi,44.565,28.6)
(Naples,hi,44.635000000000005,28.78)
(Nashville,hi,60.0,27.8)
(New Orleans,hi,49.0,46.9)
(New York City,hi,82.5,36.7)
(Northern Rivers,hi,54.555,33.49)
(Oakland,hi,60.0,52.03)
(Oslo,hi,86.055,41.99)
(Ottawa,hi,53.47,28.910000000000004)
(Pacific Grove,hi,60.0,62.199999999999996)
(Paris,hi,66.93,34.58)
(Portland,hi,55.0,35.400000000000006)
(Porto,hi,34.035,14.3)
(Prague,hi,30.06,25.13)
(Puglia,hi,45.735,27.980000000000004)
(Quebec City,hi,44.565,27.759999999999998)
(Rio de Janeiro,hi,29.295,14.200000000000001)
(Rome,hi,68.62,35.86)
(Salem,hi,50.0,34.6)
(San Diego,hi,55.0,40.0)
(San Francisco,hi,70.0,42.1)
(Santa Cruz County,hi,60.0,51.9)
(Seattle,hi,60.0,36.2)
(Sevilla,hi,41.285,23.75)
(Sicily,hi,40.175,23.85)
(Stockholm,hi,62.01,36.33)
(Sydney,hi,56.31,33.97)
(Taipei,hi,20.7,18.46)
(Tasmania,hi,50.67,31.23)
(Thessaloniki,hi,41.845,20.77)
(Tokyo,hi,41.445,77.79)
(Toronto,hi,59.43,28.97)
(Trentino,hi,61.35,32.18)
(Twin Cities MSA,hi,60.0,51.6)
(Vancouver,hi,51.99,30.6)
(Vaud,hi,96.08500000000001,84.77000000000001)
(Venice,hi,61.35,36.25)
(Victoria,hi,44.565,32.4)
(Vienna,hi,49.655,35.5)
(Washington,hi,70.5,30.3)
(Western Australia,hi,60.709999999999994,27.65)
